scientific_name,genus,sayer_name,id_difficulty,plant_part,season,best_in,forage_chart,sayer_rating,conservation,sayer_group,page_number,native,sub_location,toxic_lookalike,notes,
Heracleum lanatum,Heracleum,Cow parsnip,1,leafy_greens,early_spring,,FP,2,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,leafy_greens,mid_spring,,FP,2,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,bud,late_spring,,FP,1,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,seasoning,mid_summer,,FP,,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum lanatum,Heracleum,Cow parsnip,1,seasoning,late_summer,,FP,,2,26,420,y,,,"Phototoxic juice, do not get it on your skin.",
Heracleum mantegazzianum,Heracleum,Giant hogweed,1,petiole,spring,,,2,,26,421,i,,,"Phototoxic juice, do not get it on your skin.",
Heracleum mantegazzianum,Heracleum,Giant hogweed,1,petiole,early_summer,,,2,,26,421,i,,,"Phototoxic juice, do not get it on your skin.",
Cryptotaenia canadensis,Cryptotaenia,Mitsuba,3,roots,year,,"MF, FP",2,2,26,422,y,,,,
Cryptotaenia canadensis,Cryptotaenia,Mitsuba,3,leafy_greens,growing,spring/fall,"MF, FP",2,2,26,422,y,,,,
Cryptotaenia canadensis,Cryptotaenia,Mitsuba,3,shoot,spring,,"MF, FP",3,2,26,422,y,,,,
Sanicula,Sanicula,Sanicle,3,leafy_greens,spring,,"DDFW, MF, SEF",2,2,26,423,y,,,,
Sanicula,Sanicula,Sanicle,3,leafy_greens,early_summer,,"DDFW, MF, SEF",2,2,26,423,y,,,,
Sanicula,Sanicula,Sanicle,3,shoot,spring,,"DDFW, MF, SEF",2,2,26,423,y,,,,
Sanicula,Sanicula,Sanicle,3,shoot,early_summer,,"DDFW, MF, SEF",2,2,26,423,y,,,,
Pastinaca sativa,Pastinaca,Parsnip,2,roots,fall,,"FD, TP",3,,26,426,i,,,Phototoxic juice!,
Pastinaca sativa,Pastinaca,Parsnip,2,roots,winter,,"FD, TP",3,,26,426,i,,,Phototoxic juice!,
Pastinaca sativa,Pastinaca,Parsnip,2,roots,early_spring,,"FD, TP",3,,26,426,i,,,Phototoxic juice!,
Pastinaca sativa,Pastinaca,Parsnip,2,peeled_shoot,late_spring,,"FD, TP",3,,26,426,i,,,Phototoxic juice!,
Pastinaca sativa,Pastinaca,Parsnip,2,peeled_shoot,early_summer,,"FD, TP",3,,26,426,i,,,Phototoxic juice!,
Pimpinella saxifraga,Pimpinella,Burnet-saxifraga,2,leafy_greens,spring,,,1,,26,427,i,,,Gather tender tops before flowering,
Cardamine pratensis,Cardamine,Cuckoo flower,1,leafy_greens,growing,,SBF,2,2,26,429,y,,,Gather vegetative parts,
Cardamine hirsuta,Cardamine,Shotweed,1,leafy_greens,fall,,,2,,26,430,n,,,,
Cardamine hirsuta,Cardamine,Shotweed,1,leafy_greens,winter,,,2,,26,430,n,,,,
Cardamine hirsuta,Cardamine,Shotweed,1,leafy_greens,spring,,,2,,26,430,n,,,,
Cardamine pensylvanica,Cardamine,Pennsylvania cress,1,leafy_greens,spring,,"FP, SBF, M",2,1,26,431,y,,,,
Cardamine pensylvanica,Cardamine,Pennsylvania cress,1,leafy_greens,late_fall,,"FP, SBF, M",2,1,26,431,y,,,,
Cardamine impatiens,Cardamine,Narrow-leaf bittercress,1,leafy_greens,growing,spring/early_summer,FP,2,,26,432,i,,,,
Lepidium didymum,Lepidium,Twin cress,2,leafy_greens,late_winter,,YL,2,1,26,433,y,,,,
Lepidium didymum,Lepidium,Twin cress,2,leafy_greens,early_spring,,YL,2,1,26,433,y,,,,
Duchesnea indica,Duchesnea,False strawberry,1,berry,summer,,YL,1,,26,434,n,,,,
Duchesnea indica,Duchesnea,False strawberry,1,berry,fall,,YL,1,,26,434,n,,,,
Trifolium pratense,Trifolium,Red clover,1,flower,growing,,FD,2,,26,435,n,,,,
Trifolium pratense,Trifolium,Red clover,1,leafy_greens,growing,spring,FD,2,,26,435,n,,,tender young leaves/stem tips. Guessing at seasonality,
Geum rivale,Geum,Chocolate root,2,steeped_beverage,year,,S,,3,26,438,y,,,gather rhizomes to make choclate-like drink,
Taenidia integerrima,Taenidia,Yellow pimpernel,1,roots,year,,"DDFW, BL",2,3,27,440,y,,,leave to conserve plants,
Taenidia integerrima,Taenidia,Yellow pimpernel,1,leafy_greens,growing,spring,"DDFW, BL",2,2,27,440,y,,,,
Taenidia integerrima,Taenidia,Yellow pimpernel,1,shoot,growing,spring,"DDFW, BL",2,2,27,440,y,,,,
Taenidia integerrima,Taenidia,Yellow pimpernel,1,seasoning,growing,,"DDFW, BL",,1,27,440,y,,,gather seeds as soup flavoring,
Oenanthe javanica,Oenanthe,Javan water celery,4,leafy_greens,growing,spring/early_summer,,2,,27,441,n,,Water hemlock,,
Oenanthe javanica,Oenanthe,Javan water celery,4,shoot,growing,spring/early_summer,,3,,27,441,n,,Water hemlock,,
Angelica atropurpurea,Angelica,Purple angelica,4,heart,spring,,"FP, SBF, S",2,2,27,448,y,,Water hemlock,Phototoxic juice,
Angelica atropurpurea,Angelica,Purple angelica,4,shoot,growing,spring,"FP, SBF, S",1,1,27,448,y,,Water hemlock,Phototoxic juice. Gather young stalks. Guessing at seasonality,
Angelica atropurpurea,Angelica,Purple angelica,4,petiole,growing,spring,"FP, SBF, S",1,1,27,448,y,,Water hemlock,Phototoxic juice. Gather young petioles. Guessing at seasonality,
Angelica atropurpurea,Angelica,Purple angelica,4,seasoning,growing,,"FP, SBF, S",,1,27,448,y,,Water hemlock,Phototoxic juice Seeds or greens used as a seasoning,
Aegopodium podagraria,Aegopodium,Goutweed,2,leafy_greens,year,spring,YL,2,,27,452,n,,,,
Aegopodium podagraria,Aegopodium,Goutweed,2,petiole,year,spring,YL,2,,27,452,n,,,,
Aegopodium podagraria,Aegopodium,Goutweed,2,shoot,year,spring,YL,3,,27,452,n,,,,
Osmorhiza longistylis,Osmorhiza,Aniseroot,2,roots,year,,"MF, NCBF, FP",2,3,27,454,y,,,,
Osmorhiza longistylis,Osmorhiza,Aniseroot,2,shoot,growing,mid_spring,"MF, NCBF, FP",3,2,27,454,y,,,all aerial parts are edible when tender,
Osmorhiza longistylis,Osmorhiza,Aniseroot,2,leafy_greens,growing,,"MF, NCBF, FP",2,2,27,454,y,,,all aerial parts are edible when tender,
Osmorhiza claytonii,Osmorhiza,Sweet cicely,2,roots,year,,DDFW,2,3,27,454,y,,,,
Osmorhiza claytonii,Osmorhiza,Sweet cicely,2,shoot,growing,mid_spring,DDFW,3,2,27,454,y,,,all aerial parts are edible when tender,
Osmorhiza claytonii,Osmorhiza,Sweet cicely,2,leafy_greens,growing,,DDFW,2,2,27,454,y,,,all aerial parts are edible when tender,
Aquilegia canadensis,Aquilegia,Red columbine,1,flower,late_spring,,DDFW,3,1,27,456,y,,,,
Aquilegia canadensis,Aquilegia,Red columbine,1,flower,early_summer,,DDFW,3,1,27,456,y,,,,
Matricaria matricarioides,Matricaria,Pineapple weed,1,leafy_greens,late_spring,,YL,1,,28,458,unknown,,,,
Matricaria matricarioides,Matricaria,Pineapple weed,1,leafy_greens,early_summer,,YL,1,,28,458,unknown,,,,
Matricaria matricarioides,Matricaria,Pineapple weed,1,flower,late_spring,,YL,1,,28,458,unknown,,,,
Matricaria matricarioides,Matricaria,Pineapple weed,1,flower,early_summer,,YL,1,,28,458,unknown,,,,
Matricaria matricarioides,Matricaria,Pineapple weed,1,seasoning,late_spring,,YL,1,,28,458,unknown,,,use young greens or flowerheads for tea,
Matricaria matricarioides,Matricaria,Pineapple weed,1,seasoning,early_summer,,YL,1,,28,458,unknown,,,use young greens or flowerheads for tea,
Foeniculum vulgare,Foeniculum,Fennel,2,peeled_shoot,growing,,SS,3,,28,459,n,,,all tender parts are edible,
Foeniculum vulgare,Foeniculum,Fennel,2,leafy_greens,growing,,SS,2,,28,459,n,,,all tender parts are edible,
Foeniculum vulgare,Foeniculum,Fennel,2,bud,growing,,SS,2,,28,459,n,,,all tender parts are edible,
Foeniculum vulgare,Foeniculum,Fennel,2,seasoning,late_summer,,SS,,,28,459,n,,,gather seeds for seasoning,
Foeniculum vulgare,Foeniculum,Fennel,2,seasoning,early_fall,,SS,,,28,459,n,,,gather seeds for seasoning,
Conioselinum chinense,Conioselinum,Hemlock parsley,4,roots,fall,,,2,3,28,460,y,,poison hemlock,,
Conioselinum chinense,Conioselinum,Hemlock parsley,4,seasoning,growing,,,,2,28,460,y,,poison hemlock,tender greens used as a seasoning,
Carum carvi,Carum,Caraway,3,roots,dormant,,FD,2,,28,462,n,,poison hemlock,,
Carum carvi,Carum,Caraway,3,shoot,spring,,FD,3,,28,462,n,,poison hemlock,,
Carum carvi,Carum,Caraway,3,leafy_greens,spring,,FD,2,,28,462,n,,poison hemlock,,
Carum carvi,Carum,Caraway,3,seasoning,mid_summer,,FD,,,28,462,n,,poison hemlock,Gather seeds for seasoning,
Anthriscus sylvestris,Anthriscus,Cow parsley,3,roots,dormant,,FD,1,,28,469,i,,poison hemlock,Probably phototoxic. Not recommended eating,
Anthriscus sylvestris,Anthriscus,Cow parsley,3,leafy_greens,spring,,FD,1,,28,469,i,,poison hemlock,Probably phototoxic. Use as parsely,
Anthriscus sylvestris,Anthriscus,Cow parsley,3,peeled_shoot,growing,,FD,2,,28,469,i,,poison hemlock,Probably phototoxic.,
Torilis japonica,Torilis,Erect hedge parsley,3,leafy_greens,growing,,,1,,28,470,i,,poison hemlock,,
Torilis japonica,Torilis,Erect hedge parsley,3,peeled_shoot,growing,,,1,,28,470,i,,poison hemlock,,
Daucus carota,Daucus,Wild carrot,3,roots,dormant,,"FD, DS",2,,28,472,n,,poison hemlock,,
Daucus carota,Daucus,Wild carrot,3,peeled_shoot,late_spring,,"FD, DS",3,,28,472,n,,poison hemlock,,
Daucus carota,Daucus,Wild carrot,3,leafy_greens,growing,,"FD, DS",1,,28,472,n,,poison hemlock,Use young leaves,
Descurainia pinnata,Descurainia,Western tansy mustard,3,shoot,growing,,"SMGP, DS",2,2,28,476,y,,poison hemlock,Gather young stems,
Descurainia pinnata,Descurainia,Western tansy mustard,3,leafy_greens,growing,,"SMGP, DS",2,2,28,476,y,,poison hemlock,Gather young leaves,
Descurainia pinnata,Descurainia,Western tansy mustard,3,seed/grain,mid_summer,,"SMGP, DS",2,2,28,476,y,,poison hemlock,Gather dry seeds. Guessing at seasonality,
Descurainia pinnata,Descurainia,Western tansy mustard,3,seed/grain,late_summer,,"SMGP, DS",2,2,28,476,y,,poison hemlock,Gather dry seeds. Guessing at seasonality,
Descurainia sophia,Descurainia,European tansy mustard,3,leafy_greens,growing,,DS,2,2,28,476,y,,poison hemlock,Gather young leaves,
Erodium cicutarium,Erodium,Alfilaria,3,leafy_greens,growing,spring/summer,YL,2,,28,477,n,,poison hemlock,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,leafy_greens,spring,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,leafy_greens,early_summer,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,leafy_greens,mid_summer,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,shoot,spring,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,shoot,early_summer,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,shoot,mid_summer,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,flower,late_summer,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,flower,fall,,FD,3,,29,480,n,,,,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,bud,growing,,FD,2,,29,480,n,,,young pods,
Lathyrus latifolius,Lathyrus,Everlasting pea,1,seed/grain,growing,,FD,2,,29,480,n,,,guessing at seasonality. Gather plump gree seeds. Mature seeds can be cooked,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,leafy_greens,spring,,,2,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,leafy_greens,early_summer,,,2,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,leafy_greens,mid_summer,,,2,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,shoot,spring,,,2,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,shoot,early_summer,,,2,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,shoot,mid_summer,,,2,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,flower,late_summer,,,3,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,flower,fall,,,3,,29,481,n,,,,
Lathyrus sylvestris,Lathyrus,Narrow-leaved vetchling,2,bud,growing,,,2,,29,481,n,,,young pods,
Lathyrus tuberosus,Lathyrus,Tuber vetchling,2,tuber,year,,FD,3,,29,482,n,,,seasonality from field forage chart,
Lathyrus ochroleucus,Lathyrus,Pale vetchling,2,leafy_greens,growing,,"DDFW, NCBF",3,,29,483,y,,,Gather tender stem tips,
Lathyrus ochroleucus,Lathyrus,Pale vetchling,2,flower,late_spring,,"DDFW, NCBF",3,,29,483,y,,,,
Lathyrus ochroleucus,Lathyrus,Pale vetchling,2,flower,early_summer,,"DDFW, NCBF",3,,29,483,y,,,,
Lathyrus ochroleucus,Lathyrus,Pale vetchling,2,pod,summer,,"DDFW, NCBF",2,,29,483,y,,,,
Lathyrus ochroleucus,Lathyrus,Pale vetchling,2,seed/grain,summer,,"DDFW, NCBF",2,,29,483,y,,,,
Lathyrus palustris,Lathyrus,Marsh pea,2,leafy_greens,growing,,M,3,,29,484,y,,,Gather tender stem tips,
Lathyrus palustris,Lathyrus,Marsh pea,2,flower,late_spring,,M,3,,29,484,y,,,,
Lathyrus palustris,Lathyrus,Marsh pea,2,flower,early_summer,,M,3,,29,484,y,,,,
Lathyrus japonicus,Lathyrus,Beach pea,2,pod,growing,,SS,1,2,29,485,y,lake champlain,,Gather young pods. Guessing at seasonality,
Lathyrus japonicus,Lathyrus,Beach pea,2,seed/grain,mid_summer,,SS,2,1,29,485,y,lake champlain,,"Gather peas that are full sized but still soft, moist, and green. Guessing seasonality",
Lathyrus japonicus,Lathyrus,Beach pea,2,seed/grain,late_summer,,SS,2,1,29,485,y,lake champlain,,"Gather peas that are full sized but still soft, moist, and green. Guessing seasonality",
Lathyrus japonicus,Lathyrus,Beach pea,2,seed/grain,early_fall,,SS,2,1,29,485,y,lake champlain,,"Gather peas that are full sized but still soft, moist, and green. Guessing seasonality",
Amphicarpaea bracteata,Amphicarpaea,Ground bean,2,seed/grain,fall,,"DDFW, FP",3,2,29,486,y,,,Gather underground beans under vines that lack aerial beans,
Amphicarpaea bracteata,Amphicarpaea,Ground bean,2,seed/grain,winter,,"DDFW, FP",3,2,29,486,y,,,Gather underground beans under vines that lack aerial beans,
Amphicarpaea bracteata,Amphicarpaea,Ground bean,2,seed/grain,fall,,"DDFW, FP",2,2,29,486,y,,,Gather aerial beans,
Amphicarpaea bracteata,Amphicarpaea,Ground bean,2,seed/grain,winter,,"DDFW, FP",2,2,29,486,y,,,Gather aerial beans,
Apios americana,Apios,Hopniss,2,tuber,dormant,,"FP, BL, SBF, S",2,2,29,489,y,,,,
Apios americana,Apios,Hopniss,2,pod,late_summer,,"FP, BL, SBF, S",2,1,29,489,y,,,,
Apios americana,Apios,Hopniss,2,pod,fall,,"FP, BL, SBF, S",2,1,29,489,y,,,,
Apios americana,Apios,Hopniss,2,tuber,late_summer,,"FP, BL, SBF, S",2,1,29,489,y,,,guessing seasonality,
Apios americana,Apios,Hopniss,2,tuber,fall,,"FP, BL, SBF, S",2,1,29,489,y,,,guessing seasonality,
Vicia sativa,Vicia,Common vetch,2,leafy_greens,spring,,FD,2,,29,490,n,,,Gather tender shoots and leafy tips,
Vicia sativa,Vicia,Common vetch,2,leafy_greens,early_summer,,FD,2,,29,490,n,,,Gather tender shoots and leafy tips,
Vicia sativa,Vicia,Common vetch,2,seed/grain,growing,,FD,1,,29,490,n,,,"Boiling removes most toxins, eat in small amounts. Guessing seasonality",
Vicia americana,Vicia,American vetch,2,shoot,spring,,"FP, FD, BL",2,2,29,491,y,,,,
Vicia americana,Vicia,American vetch,2,shoot,early_summer,,"FP, FD, BL",2,2,29,491,y,,,,
Vicia americana,Vicia,American vetch,2,flower,mid_summer,,"FP, FD, BL",3,1,29,491,y,,,,
Vicia americana,Vicia,American vetch,2,flower,late_summer,,"FP, FD, BL",3,1,29,491,y,,,,
Vicia americana,Vicia,American vetch,2,seed/grain,growing,,"FP, FD, BL",1,1,29,491,y,,,"Boiling removes most toxins, eat in small amounts. Guessing seasonality",
Vicia villosa,Vicia,Hairy vetch,2,shoot,spring,,FD,1,,29,492,n,,,,
Vicia villosa,Vicia,Hairy vetch,2,shoot,early_summer,,FD,1,,29,492,n,,,,
Vicia villosa,Vicia,Hairy vetch,2,flower,mid_summer,,FD,1,,29,492,n,,,,
Vicia villosa,Vicia,Hairy vetch,2,flower,late_summer,,FD,1,,29,492,n,,,,
Vicia villosa,Vicia,Hairy vetch,2,seed/grain,growing,,FD,1,,29,492,n,,,"Boiling removes most toxins, eat in small amounts. Guessing seasonality",
Vicia cracca,Vicia,Tufted vetch,2,shoot,spring,,FD,1,,29,493,n,,,,
Vicia cracca,Vicia,Tufted vetch,2,shoot,early_summer,,FD,1,,29,493,n,,,,
Vicia cracca,Vicia,Tufted vetch,2,flower,mid_summer,,FD,2,,29,493,n,,,,
Vicia cracca,Vicia,Tufted vetch,2,flower,late_summer,,FD,2,,29,493,n,,,,
Vicia cracca,Vicia,Tufted vetch,2,seed/grain,growing,,FD,1,,29,493,n,,,"Boiling removes most toxins, eat in small amounts. Guessing seasonality",
Smilax,Smilax,Carrion flower,2,shoot,spring,,FP,3,2,29,494,y,,,Gather shoots and tender leafy tips,
Smilax,Smilax,Carrion flower,2,shoot,early_summer,,FP,3,2,29,494,y,,,,
Smilax,Smilax,Carrion flower,2,berry,fall,,FP,1,1,29,494,y,,,,
Fallopia,Fallopia,Black bindweed,2,shoot,spring,,,1,1,29,496,y,,,,
Fallopia,Fallopia,Black bindweed,2,shoot,spring,,,2,1,29,496,y,,,stems with insect galls,
Fallopia,Fallopia,Black bindweed,2,seed/grain,late_summer,,,2,1,29,496,y,,,,
Fallopia,Fallopia,Black bindweed,2,seed/grain,fall,,,2,1,29,496,y,,,,
Humulus lupulus,Humulus,Hops,2,shoot,spring,,"FP, BL",3,2,29,500,y,,,,
Humulus lupulus,Humulus,Hops,2,shoot,early_summer,,"FP, BL",3,2,29,500,y,,,,
Humulus lupulus,Humulus,Hops,2,seasoning,late_summer,,"FP, BL",,2,29,500,y,,,papery fruit clusters used for beer,
Trillium,Trillium,Trillium,3,shoot,spring,,MF,2,3,30,504,y,,,guessing seasonality. While leaves are drooping or folded,
Trillium,Trillium,Trillium,3,shoot,early_summer,,MF,2,3,30,504,y,,,guessing seasonality. While leaves are drooping or folded,
Lilium,Lilium,Lily,2,bulb,year,,,2,3,30,505,y,,,"guessing seasonality. Should not eat, it kills the plant",
Medeola virginiana,Medeola,Cucumber root,2,tuber,year,,"NCBF, FP",3,3,30,506,y,,,,
Cornus canadensis,Cornus,Bunchberry,1,berry,late_summer,,"NCBF, S",2,1,30,507,y,,,,
Cornus canadensis,Cornus,Bunchberry,1,berry,early_fall,,"NCBF, S",2,1,30,507,y,,,,
Sedum sarmentosum,Sedum,Whorled stonecrop,1,leafy_greens,spring,spring/early_summer,,2,,30,508,n,,,,
Sedum sarmentosum,Sedum,Whorled stonecrop,1,leafy_greens,summer,spring/early_summer,,2,,30,508,n,,,,
Sedum sarmentosum,Sedum,Whorled stonecrop,1,leafy_greens,early_fall,spring/early_summer,,2,,30,508,n,,,,
Sedum ternatum,Sedum,Woodland stonecrop,1,leafy_greens,year,spring/early_summer,MF,2,2,30,509,y,,,,
Galium aparine,Galium,Cleavers,1,leafy_greens,spring,,"FP, DS",1,1,30,510,y,,,,
Galium aparine,Galium,Cleavers,1,steeped_beverage,late_summer,,"FP, DS",,1,30,510,y,,,guessing seasonality,
Galium aparine,Galium,Cleavers,1,steeped_beverage,fall,,"FP, DS",,1,30,510,y,,,guessing seasonality,
Panax trifolius,Panax,Dwarf ginseng,1,tuber,year,,"MF, NCBF",2,3,30,511,y,,,,
Panax quinquefolius,Panax,American ginseng,2,roots,fall,,,1,3,30,512,y,,,very bitter. Primarily medicinal,
Pycnanthemum virginianum,Pycnanthemum,Virginia mountain mint,1,seasoning,growing,,"DDFW, FD",,2,31,515,y,,,gather young leaves and stems. Use fresh or dried,
Pycnanthemum virginianum,Pycnanthemum,Virginia mountain mint,1,steeped_beverage,growing,,"DDFW, FD",,2,31,515,y,,,gather young leaves and stems. Use fresh or dried,
Pycnanthemum,Pycnanthemum,Broad-leaved mountain mint,1,seasoning,growing,,"DDFW, FD",,2,31,515,y,,,gather young leaves and stems. Use fresh or dried,
Pycnanthemum,Pycnanthemum,Broad-leaved mountain mint,1,steeped_beverage,growing,,"DDFW, FD",,2,31,515,y,,,gather young leaves and stems. Use fresh or dried,
Hedeoma pulegioides,Hedeoma,American pennyroyal,1,seasoning,growing,,"DDFW, FD",,2,31,517,y,,,"gather leaves, use fresh or dired",
Hedeoma pulegioides,Hedeoma,American pennyroyal,1,steeped_beverage,growing,,"DDFW, FD",,2,31,517,y,,,"gather leaves, use fresh or dired",
Satureja vulgaris,Satureja,Wild basil,1,seasoning,spring,,"DDFW, FD",,1,31,518,y,,,gather young greens. Bitter and unpleasant aftertaste.,
Origanum vulgare,Origanum,Oregano,1,seasoning,growing,,"DDFW, FD",,,31,519,n,,,"gather leaves, use fresh or dried",
Marrubium vulgare,Marrubium,Horehound,1,seasoning,growing,,FD,,,31,520,n,,,steep leaves for tea. Also boiled as a flavoring for candies,
Marrubium vulgare,Marrubium,Horehound,1,steeped_beverage,growing,,FD,,,31,520,n,,,steep leaves for tea. Also boiled as a flavoring for candies,
Nepeta cataria,Nepeta,Catnip,1,seasoning,growing,spring/early_summer,FD,,,31,523,n,,,tender new leaves can be nibbled or used for seasoning,
Nepeta cataria,Nepeta,Catnip,1,steeped_beverage,growing,,FD,,,31,523,n,,,use leaves for tea,
Mentha,Mentha,Mint,1,seasoning,spring,,FD,,1,31,525,n,,,"pick new shoots and tips for salads, smoothies, or a nibble",
Mentha,Mentha,Mint,1,steeped_beverage,growing,,FD,,1,31,525,n,,,use fresh or dried leaves for tea,
Blephilia hirsuta,Blephilia,Tall woodmint,1,seasoning,spring,,"MF, FP, FD",,2,31,527,y,southern,,use young greens as an herb,
Blephilia hirsuta,Blephilia,Tall woodmint,1,seasoning,fall,,"MF, FP, FD",,2,31,527,y,southern,,use young greens as an herb,
Blephilia hirsuta,Blephilia,Tall woodmint,1,steeped_beverage,growing,,"MF, FP, FD",,2,31,527,y,southern,,use mature leaves for tea,
Glechoma hederacea,Glechoma,Creeping charlie,1,seasoning,growing,,FD,,,31,528,i,,,use leaves as a flavoring in brewing beer,
Glechoma hederacea,Glechoma,Creeping charlie,1,seasoning,growing,,FD,,,31,528,i,,,use leaves for tea,
Monarda punctata,Monarda,Dotted horsemint,1,seasoning,spring,,"FD, SMGP",,,31,528,y,,,gather tender leaves for seasoning,
Monarda punctata,Monarda,Dotted horsemint,1,seasoning,early_summer,,"FD, SMGP",,,31,528,y,,,gather tender leaves for seasoning,
Monarda punctata,Monarda,Dotted horsemint,1,seasoning,late_summer,,"FD, SMGP",,,31,528,y,,,gather flowers,
Monarda punctata,Monarda,Dotted horsemint,1,steeped_beverage,year,,"FD, SMGP",,,31,528,y,,,gather leaves and use fresh or dried for tea,
Monarda citriodora,Monarda,Lemon monarda,1,seasoning,spring,,"FD, SMGP",,,31,528,y,,,gather tender leaves for seasoning,
Monarda citriodora,Monarda,Lemon monarda,1,seasoning,early_summer,,"FD, SMGP",,,31,528,y,,,gather tender leaves for seasoning,
Monarda citriodora,Monarda,Lemon monarda,1,seasoning,late_summer,,"FD, SMGP",,,31,528,y,,,gather flowers,
Monarda citriodora,Monarda,Lemon monarda,1,steeped_beverage,year,,"FD, SMGP",,,31,528,y,,,gather leaves and use fresh or dried for tea,
Monarda fistulosa,Monarda,Wild bergamot,1,seasoning,year,early_summer,"DDFW, FD, BL, TP",,2,31,530,y,,,gather leaves and dry,
Monarda fistulosa,Monarda,Wild bergamot,1,seasoning,year,spring,"DDFW, FD, BL, TP",,2,31,530,y,,,gather tender growing tops,
Monarda fistulosa,Monarda,Wild bergamot,1,seasoning,year,late_summer,"DDFW, FD, BL, TP",,2,31,530,y,,,gather flowers,
Monarda fistulosa,Monarda,Wild bergamot,1,steeped_beverage,year,early_summer,"DDFW, FD, BL, TP",,2,31,530,y,,,gather leaves and dry,
Monarda fistulosa,Monarda,Wild bergamot,1,steeped_beverage,year,spring,"DDFW, FD, BL, TP",,2,31,530,y,,,gather tender growing tops,
Monarda fistulosa,Monarda,Wild bergamot,1,steeped_beverage,year,late_summer,"DDFW, FD, BL, TP",,2,31,530,y,,,gather flowers,
Monarda didyma,Monarda,Scarlet bee-balm,1,seasoning,year,early_summer,,,2,31,530,y,,,gather leaves and dry,
Monarda didyma,Monarda,Scarlet bee-balm,1,seasoning,year,spring,,,2,31,530,y,,,gather tender growing tops,
Monarda didyma,Monarda,Scarlet bee-balm,1,seasoning,year,late_summer,,,2,31,530,y,,,gather flowers,
Monarda didyma,Monarda,Scarlet bee-balm,1,steeped_beverage,year,early_summer,,,2,31,530,y,,,gather leaves and dry,
Monarda didyma,Monarda,Scarlet bee-balm,1,steeped_beverage,year,spring,,,2,31,530,y,,,gather tender growing tops,
Monarda didyma,Monarda,Scarlet bee-balm,1,steeped_beverage,year,late_summer,,,2,31,530,y,,,gather flowers,
Lamium purpureum,Lamium,Purple deadnettle,1,leafy_greens,early_summer,,YL,2,,32,532,n,,,gather tender stems and greens,
Lamium amplexicaule,Lamium,Henbit,2,leafy_greens,early_spring,,YL,1,,32,533,n,,,gather tender young leaves and upper stems,
Lamium amplexicaule,Lamium,Henbit,2,leafy_greens,mid_spring,,YL,1,,32,533,n,,,gather tender young leaves and upper stems,
Stachys palustris,Stachys,Woundwort,2,rhizome,dormant,,"FP, M",3,3,32,535,y,,,,
Stachys palustris,Stachys,Woundwort,2,shoot,spring,,"FP, M",2,2,32,535,y,,,,
Galeopsis tetrahit,Galeopsis,Hemp-nettle,2,seed/grain,late_summer,,DS,3,,32,536,n,,,gather dark seeds from still green plants with green bracts,
Galeopsis tetrahit,Galeopsis,Hemp-nettle,2,leafy_greens,spring,,DS,1,,32,536,n,,,,
Lycopus,Lycopus,Bugleweed,3,tuber,dormant,,"FP, SBF, M, S",2,3,32,537,n,,,Often grows beside water hemlock (deadly),
Urtica dioica,Urtica,Stinging nettle,2,leafy_greens,spring,spring,"FP, FD, DS",3,2,32,539,y,,,,
Urtica dioica,Urtica,Stinging nettle,2,leafy_greens,fall,spring,"FP, FD, DS",3,2,32,539,y,,,,
Urtica dioica,Urtica,Stinging nettle,2,steeped_beverage,spring,spring,"FP, FD, DS",,2,32,539,y,,,Boil dried or fresh leaves for tea,
Urtica dioica,Urtica,Stinging nettle,2,steeped_beverage,fall,spring,"FP, FD, DS",,2,32,539,y,,,Boil dried or fresh leaves for tea,
